"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Example test for updating a booking - Put request","1187","updateBookingTest","Default Suite","Sun Jan 12 14:31:16 IST 2025","passed","Sun Jan 12 14:31:17 IST 2025","restfulbooker.RestfulBookerE2ETests","restassured","restfulbooker.RestfulBookerE2ETests","updateBookingTest"
